English,Överge,Syriac,Arabic
Oppugn ,,ܡܕܵܓܹܠ ،  ܙܵܝܹܦ ،  ܡܕܵܓܘܿܠܹܐ ،  ܙܝܵܦܵܐ ،  ܫܵܪܹܐ ،  ܫܪܵܝܵܐ ,"يفن̮د  ,  يدحض "
Optics,,"ܝܘ݂ܠܦܵܢ ( ܚܙܵܬ݂ܵܐ ,  ܚܲܙ̈ܝܵܬ݂ܵܐ )  ،  ܡܡܲܠܠܘ݂ܬ݂ (ܚܙܵܬ݂ܵܐ ,  ܚܲܙ̈ܝܵܬ݂ܵܐ)",علم البصريات
Optical ,,ܡܸܬ݂ܚܲܙܝܵܢܵܐ  ،  ܕܓ݂ܝ݂ܠܵܐ ,"بَصَري  ,   مرئي "
Optimal ,,ܡܝܲܬܿܪܵܐ ،  ܝܲܬܿܝ݂ܪܵܐ ،  ܓܲܒ݂ܝܵܐ ،  ܛܲܘܒܵܐ ,"الأحسن  ,  الأفضل  ,  الأمثل "
Option,,"ܓܵܒܲܝܬ݂ܵܐ   ,   ܦܘ݂ܪܵܫܵܐ   ,   ܓܘ݂ܒܵܝܵܐ","خِيار  ,   إنتِقاء  ,  إختيار "
Optional,,"ܓܲܒܝܵܐܝ݂ܬ݂   ,   ܓܵܒܲܝܬ݂ܵܐܝ݂ܬ݂","إختياري  ,  إنتقائي"
Opulence ,,ܥܘ݂ܬ݂ܪܵܐ ، ܥܲܬܝ݂ܪܘ݂ܬ݂ܵܐ ، ܥܸܬ݂ܪܵܐ ، ܡܵܡܘܿܢܵܐ ، ܫܦܝ݂ܥܘ݂ܬ݂ܵܐ ، ܟܲܗܝ݂ܢܘ݂ܬ݂ܵܐ ، ܣܒ݂ܝ݂ܣܘ݂ܬ݂ܵܐ,"ثَروة , الثروة  ,  غِنى  ,  وفرة  ,  غزارة "
Opulent ,,ܥܲܬܿܝ݂݂ܪܵܐ ،  ܩܲܢܵܝܵܐ ،  ܟܲܗܝ݂ܢܵܐ ،  ܫܦܝ݂ܥܵܐ ،  ܣܒ݂ܝ݂ܣܵܐ ،  ܝܲܬܿܝ݂ܪܵܐ ،  ܥܲܒܿܝ݂ܛܵܐ,"غنيّ  ,  الغنيّ  ,  غزير  ,  الغزير  ,  وافر "
Oral ,,ܣܸܦܬ݂ܵܢܵܝܵܐ ,"شفهي  ,  لفظي  ,  فمّي  ,  شفاهي "
Orange,,"ܐܸܛܪܘ݂ܓܵܐ   ,   ܦܘ݂ܪܬܩܵܠܵܐ",برتقال (من الفاكهة)
Orbit ,,ܡܲܘܙܲܠܬܵܐ ،  ܓܝ݂ܓ݂ܠܵܐ ،  ܐܵܬ݂ܝ݂ܪ ،  ܟܸܪܓ݂ܵܐ ,"مَدار  ,  فَلَك  (مدار النجوم)"
Orchard,,"ܒܘ݂ܣܬܵܢܵܐ   ,   ܓܲܢܬ݂ܵܐ  ،  ܒܵܓ݂ܵܐ  ،  ܦܲܪܕܲܝܣܵܐ  ","بُستان  ,  روضة  ,  جَنَِة  ,  حديقة"
Orchardman,,ܓܲܢܬ݂ܵܝܵܐ ،  ܓܲܢܵܢܵܐ ،  ܟܲܪܡܵܝܵܐ ،  ܟܲܪܡܵܢܵܝܵܐ ,"بُستاني  ,  البستاني "
Order ,,ܒܵܥܘ݂ܬ݂ܵܐ ،  ܛܠܵܒܬ݂ܵܐ      -     ܦܘ݂ܩܕܵܢܵܐ  ،  ܦܘ݂ܣܩܵܢܵܐ ,طَلَبْ       -      أمر  
Orderly ,,ܡܛܲܟܿܣܵܐ  ،  ܣܕܝ݂ܪܵܐ  ،  ܙܗܝ݂ܪܵܐ  ،  ܡܘ݂ܪܝܸܙܵܐ ،  ܡܬܘܿܓܸܒܪܵܐ ,"مُنَظّّم  ,  مُرَتّب "
Ordinary,,"ܥܝܵܕ݂ܵܝܵܐ   ,   ܝ݂ܕ݂ܝ݂ܥܵܐ","إعتيادي  ,  مألوف  ,  عادي"
Organic ,,ܗܲܕܵܡܵܝܵܐ  ،  ܐܘܿܪܓܵܢܵܝܵܐ ,عُضْوي 
Organic chemistry ,,ܟܝ݂ܡܝܵܐ (ܗܲܕܵܡܵܝܵܐ ، ܐܘܿܪܓܵܢܵܝܵܐ) ,"كيمياء العضوية  ,  الكيمياء العضوية"
Organization,,ܡܛܲܟܲܣܬܵܐ,"مُنَظّمة  ,  المُنظّمة "
Organize,,ܡܛܵܟܹܣ  ،  ܡܲܪܝܸܙ  ،  ܣܵܕܹܪ ،  ܡܲܠܚܹܡ  ،  ܬܲܓܒܸܪ ، ܕܲܓܒܸܪ  ,"ينظّم   ,   يرتّب  "
Organology ,,ܝܘ݂ܠܦܵܢ ܗܲܕܵܡܹ̈ܐ  ،  ܡܡܲܠܠܘ݂ܬ݂ ܗܲܕܵܡܹ̈ܐ ,علم الأعضاء 
Orient ,,ܡܲܕ݂ܢܚܵܐ ،  ܒܹܝܬ݂ ܕܸܢܚܵܐ ،  ܓܲܪܢܵܐ ,"مشرق  ,  المشرق  ,  شرق  ,   الشرق  "
Oriental ,,ܡܲܕ݂݂ܢܚܵܝܵܐ  ,"شرقي  ,  الشرقي  ,  مشرقي  ,  المشرقي "
Orientalist ,,ܡܸܬ݂ܡܲܕܢܚܵܢܵܐ ,"مستشرِق  ,  المُستَشرِق "
Orifice ,,ܬܘ݂ܪܲܥܬ݂ܵܐ  ،  ܒܸܙܥܵܐ  ،  ܢܸܩܒܵܐ  ،  ܒܲܙܵܐ  ،  ܦܘ݂ܡܵܐ ،  ܦܸܬ݂ܚܵܐ ,"فَتحة   ,    ثُقب  ,   فوهة   "
Original,,"ܫܸܪܫܵܝܵܐ   ,   ܐܲܨܠܵܝܵܐ   ,   ܟܝܵܢܵܝܵܐ","أصلي  ,  أساسي"
Ornament ,,ܨܘ݂ܒܵܬ݂ܵܐ ،  ܐܸܣܟܹܿܡܵܐ ،  ܨܸܒ݂ܬܵܐ ،  ܣܩܝ݂ܠܘ݂ܬ݂ܵܐ ،  ܙܘ݂ܠܵܦܵܐ ،  ܦܸܬ݂ܟܵܐ ,"حِلْيَة  ,  الحِلية  ,  زينة  ,  الزينة "
Ornamentation ,,ܨܸܒ݂ܬܿܘ݂ܬ݂ܵܐ  ،  ܨܘ݂ܒܵܬ݂ܵܐ ,"تزيين  ,  التزيين  ,  زَخرَفَة "
Ornate ,,ܣܩܝ݂ܠܵܐ  ,"مُزَخرَف  ,  المُزَخرَف "
Ornery ,,ܫܘ݂ܡܵܢܵܐ  ،  ܚܸܪܝܵܝܵܐ  ،  ܡܹܬ݂ܥܲܣܩܵܢܵܐ ,"مُشاكس  ,  المُشاكس "
Orotund ,,ܨܠܘܿܠܵܐ  ،  ܩܵܠܵܐ( ܨܲܠܘ݂ܠܵܐ ، ܨܠܘܿܠܵܐ ، ܪܵܥܘܿܡܵܐ ),جَهْوَري (للصوت)
Orphan,,"ܝܲܬ݂ܡܵܐ   ,   ܝܲܬ݂ܘ݂ܡܵܐ","يتيم   ,  اليتيم "
Orphanage ,,ܒܹܝܬ݂ ܝܵܬ݂ܡܹ̈ܐ ,"مَيْتَم  ,  المَيتَم  ,  دار الأيتام "
Oscillation,,ܕܲܒܕܲܒܬܵܐ,ذَبْذَبة
Oscillator ,,ܡܠܸܲܗܠܗܵܐ ,متذبذب (الغير مستقر)
Osculation ,,ܢܸܫܩܵܐ ،  ܢܘ݂ܫܩܬ݂ܵܐ ،  ܡܲܢܫܘ݂ܩܬܵܐ  ,"قُبلة  ,  بَوْسة  ,   تقبيل "
Ostrich ,,ܢܲܥܵܡܵܐ  ،  ܨܸܦܲܪ ܓܲܡܠܵܐ ,"نعامة  ,  النعامة (إسم حيوان) ,  طائر الجَمَل"
Our Lady,,ܡܵܪܵܬܝ  ،  ܡܵܪܬܵܐ     -     ܡܲܪܝܲܡ ܒܬ݂ܘܿܠܬ݂ܵܐ,"سيدة  ,  السيدة       -       مريم العذراء"
Ourselves,,"ܚܢܲܢ   ,   ܐܲܚܢܲܢ","نَحْنُ  ,  أنفسنا "
Out ,,ܒܲܪܵܝܘ݂ܬ݂ܵܐ ،  ܒܲܪܵܝܵܐ  ،  ܠܒܲܪ ,"خارج  ,  الى الخارج  ,  خارجاً "
Outcast,,ܡܲܣܠܝܵܐ  ،  ܛܪܝ݂ܕܵܐ   ،   ܕܵܚܝܵܐ  ،   ܬܵܟ݂ܘܿܣܵܐ,"منبوذ (من المجتمع) ,  مُبْعِد  ,  مطرود  ,  مَنفي"
Outcome ,,ܦܠܵܛܵܐ  ،  ܣܘ݂ܝܵܟ݂ܵܐ ,"نتيجة  ,  حصيلة "
Outer,,ܒܲܪܵܝܵܐ   ،   ܒܲܪܵܢܵܝܵܐ      -      ܡܠܘܿܐܵܝܵܐ ,"خارجي  ,  ظاهري      -     موضوعي "
Outermost ,,ܪܲܚܝ݂ܩܵܐ ,"أقصى  ,  الأقصى  ,  أبعد  ,  الأبعد "
Outfight ,,ܩܵܪܹܹܡ ،  ܛܵܪܹܩ ،  ܬܵܣܹܐ ،  ܩܪܵܡܵܐ ،  ܛܪܵܩܵܐ ،  ܬܣܵܝܵܐ  ,"يُهزم  ,  يفوز  ,  يظفر ,  يتغلب على  "
Outlay ,,ܢܲܦ̈ܩܵܬ݂ܵܐ      -      ܢܦܲܩܬ݂ܵܐ  ،  ܕܲܦܵܢܵܐ ,"مصاريف ,  نفقات, مبلغ ينفق     -     نَفَقة , النّفَقَة"
Outlet,,"ܡܲܦܩܵܢܵܐ   ,   ܡܲܦܩܵܐ   ,   ܚܠܸܠܵܐ","مُخرِج  ,  مُنَفّذ"
Oval ,,ܒܹܥܬ݂ܵܢܵܐ  ،  ܒܹܥܬ݂ܵܢܵܝܵܐ  ،   ܡܘ݂ܩܪܵܝܵܐ ,"بيضوي  ,  شكل بيضوي   ,  بيضاوي "
Ovate ,,ܒܹܥܬ݂ܵܢܵܐ  ،  ܒܹܥܬ݂ܵܢܵܝܵܐ  ،   ܡܘ݂ܩܪܵܝܵܐ ,"بيضاوي  ,  بيضوي   ,  شكل بيضوي "
Ovation ,,ܙܵܘܚܵܐ  ،  ܙܵܘܚܘ݂ܬ݂ܵܐ ,"إحتفاء  ,  ترحيب حماسي "
Oven,,"ܦܘ݂ܪܢܵܐ   ,   ܬܲܢܘ݂ܪܵܐ","فِرْن  ,  تَنّور"
Over ,,ܪܸܫ  ،  ܥܲܠ  ،  ܠܥܸܠ  ,فَوْقَ
Overbearing,,ܝܲܨܪܵܢܵܐ ,مُستََبِد  
Overcoat ,,ܩܲܒܿܘ݂ܬ݂ܵܐ ،  ܐܲܦܩܲܪܣܵܐ ،  ܡܲܥܛܦܵܐ ،  ܡܲܥܦܪܵܐ    -    ܟܘܿܬܝ݂ܢܵܐ ، ܟܒ݂ܵܢܵܐ ,مَعْطَف      -     جُبّة 
Overseas ,,ܥܒܲܪ ܝܲܡܡܹ̈ܐ  ،  ܥܒܲܪ ܝܲ̈ܡܵܬ݂ܵܐ  ,عَبْر البحار 
Owing,,ܚܲܝܵܒ݂ܵܐ,مَديون
Owl,,"ܒܘ݂ܡܵܐ   ,   ܩܘܿܦܬ݂ܵܐ","بومة  ,  بوم ( إسم طائر)"
Own,,"ܡܠܸܟܠܹܗ   ,   ܩܢܹܐܠܹܗ","مَلَكَ  ,  حَصَلَ   ,   كَسَبَ"
Owner,,"ܡܵܪܵܐ   ,   ܩܲܢܵܝܵܐ","مالِكْ  ,  المالِك  ,  صاحِب  ,  رَبّ"
Oxygen ,,ܐܘܿܿܟܸܓܝ݂ܢ ,"أوكسجين  ,  الأوكسجين "
Oyster ,,ܙܠܵܦܬ݂ܵܐ  ،  ܙܠܲܦܬ݂ܵܐ  ،  ܠܲܦܲܩ  ،  ܡܲܠܦܲܩܬܵܐ ,"مَحارة  ,  المَحارة  ,  مَحار (رخويات بحرية)"
Pacific ,,ܫܲܠܝܵܐ  ،  ܢܝ݂ܚܵܐ  ،  ܫܲܝܢܵܝܵܐ ,"هادئ   ,  مُسالم "
Pack,,ܐܵܣܹܪ  ،  ܩܵܡܹܛ  ،  ܩܡܵܛܵܐ  ،  ܨܵܡܹܕ݂ ، ܨܡܵܕ݂ܵܐ  ,"يرزم  ,  يحزم   ,  يضم   ,  يقمط "
Package,,"ܡܟ݂ܵܪܬܵܐ   ,   ܩܲܦܬ݂ܵܐ   ,   ܟܲܦܬ݂ܵܐ   ,   ܡܸܐܣܵܪܬܵܐ","رَزْمَة  ,  حُزْمَة  ,  طَرْد بريدي "
Packer ,,ܩܲܒܿܵܪܵܐ  ،  ܡܩܲܒܪܵܢܵܐ ,"رازِم  ,  حازِم ( الحصيد أو السلع) "
Pact ,,ܩܝܵܡܵܐ  ،  ܕܝ݂ܵܬܹܩܹܐ  ،  ܘܲܥܕܵܐ ,"ميثاق  ,  الميثاق "
Pad,,"ܒܸܪܸܫܬܵܐ   ,   ܣܦܵܕܝ݂ܬ݂ܵܐ","وَسَِادة  ,  مِخَدّة"
Paddle ,,ܓܲܕܵܦܵܐ  ،  ܠܸܩܵܐ ,"مِجداف  ,  مِغداف "
Padlock,,"ܩܘ݂ܦܠܵܐ   ,   ܩܸܦܠܵܐ",قِفْلً
Pagan,,ܚܲܢܦܵܐ,"وَثَني  ,  زنديق  ,  مُلحِد"
Page,,"ܦܵܬ݂ܵܐ   ,   ܦܲܐܬ݂ܵܐ","صَفحَة   ,  الصّفحة "
Pail,,ܣܲܛܠܵܐ,"دََلوٌ  ,  سَطلٌ"
Pain,,"ܡܲܪܥܵܐ   ,   ܢܸܟ݂ܝܵܢܵܐ   ,   ܟܘ݂ܪܗܵܢܵܐ","وَجَعْ  ,  ألَمْ"
Painful ,,ܡܲܡܪܸܥܵܢܵܐ ,"مؤلِم  ,  موْجِع "
Paint,,ܨܘ݂ܒ݂ܥܵܐ      -      ܨܵܒܹܥ  ،  ܨܒ݂ܵܥܵܐ  ,"صُبْغ  ,  طلاء ,  دِهان     -     يَصبُغ  ,  يَدهِن"
Painter,,"ܨܵܒ݂ܘܿܥܵܐ   ,   ܨܲܒܵܥܵܐ     -     ܪܵܫܘܿܡܵܐ ","صَباّغ  ,  دَهّان     -     رَسّام "
Pair,,ܙܲܘܓܵܐ,"زَوْج  ,  زوجي  (خلاف مفرد)"
Palace,,"ܩܲܨܪܵܐ ,  ܒܝ݂ܪܬܵܐ ,   ܒܹܝܬ݂ ܡܲܠܟܵܐ ،  ܩܨܘܿܦܵܐ ،  ܦܵܠܵܛܝ݂ܢ","قَصِر  ,  بلاط المَلك"
Pale ,,ܩܪܝ݂ܚܵܐ ،  ܩܨܝ݂ܦܵܐ ،  ܦܲܟܝ݂ܗܵܐ ،  ܠܒ݂ܝ݂ܕ݂ܵܐ ,"شاحب  ,  باهت "
Pale Violet ,,ܒܲܢܲܦ̮ܫܵܐ (ܩܨܝ݂ܦܵܐ ، ܠܒ݂ܝ݂ܕ݂ܵܐ ، ܩܪܝ݂ܚܵܐ ، ܦܲܟܝ݂ܗܵܐ) ,"بَنَفسجي (باهت , شاحب)  "
Pallid ,,ܩܪܝ݂ܚܵܐ ،  ܩܨܝ݂ܦܵܐ ،  ܦܲܟܝ݂ܗܵܐ ،  ܠܒ݂ܝ݂ܕ݂ܵܐ,"شاحب  ,  باهت (اللون) "
Palm,,ܕܸܩܠܵܐ     -     ܟܲܦܵܐ  ،  ܙܘܵܪܵܐ  ،  ܠܲܚܬ݂ܵܐ ،  ܚܘ݂ܦܢܵܐ ,"نَخْل , النَّخل (شجر البلح)     -     كَف (راحة اليد)   "
Palmist ,,ܩܵܪܘܿܝܵܐ ܕܟܲܦܵܐ ,قارئ الكَف 
Palm reader ,,ܩܵܪܘܿܝܵܐ ܕܟܲܦܵܐ ,قارئ الكَف 
Palpable ,,ܡܸܬ݂ܓܲܝܫܵܢܵܐ  ،  ܡܸܬ݂ܪܲܓ݂ܫܵܢܵܐ ,"مَلَموس  ,  مَحسوس "
Palpitant ,,ܪܵܦܬ݂ܵܐ  ،  ܪܵܦܘܿܬ݂ܵܐ ,"خافق  ,  نابض "
Pan ,,ܡܲܩܠܝܵܐ ،  ܛܠܘ݂ܪܵܐ ،  ܛܠܘ݂ܪܬܵܐ ،  ܡܲܩܠܵܝܵܐ ,"مِقلاة   ,  المِقلاة "
Pander ,,ܡܕ݂ܲܘܛܪܵܢܵܐ  ،  ܡܵܠܘܿܣܵܐ ،  ܡܲܠܘ݂ܣܵܐ ،  ܠܵܟܵܬܵܐ ,"قوّاد  ,  القوّاد "
panegyric ,,ܩܘ݂ܠܵܣܵܐ  ،  ܚܵܘܢܵܐ  ،  ܨܘ݂ܒܵܬ݂ܵܐ  ،  ܚܸܩܪܵܐ ،  ܫܘ݂ܒ݂ܚܵܐ ،  ܗܘ݂ܠܵܠܵܐ ,"مديح  ,  إطراء "
Panegyrist ,,ܚܲܩܵܪܵܐ  ،  ܡܪܲܒ݂ܪܒ݂ܵܢܵܐ   ،  ܡܢܲܨܪܵܢܵܐ  ,"مادِح  ,  المادِح  ,   مُطْري  ,  مدّاح  "
Panic,,"ܕܸܚܠܬ݂ܵܐ   ,   ܙܕܘܿܥܬܵܐ   ,   ܦܲܙܝ݂ܙܘ݂ܬ݂ܵܐ  ،  ܩܘ݂ܛܵܦܵܐ ","فَزعْ  ,  هَلَعْ  ,  خَوفْ  ,  رُعْب  ,  ذُعْر  "
Panicky ,,ܣܲܦܘ݂ܕ݂ܵܐ  ،  ܣܪܝ݂ܕ݂ܵܐ ,"مذعور  ,  المذعور "
Pant ,,ܠܵܗܹܕ ، ܢܵܗܹܓ ، ܢܵܟܹܗ ، ܠܵܗܹܬ݂ ،  ܠܗܵܬܵܐ ،  ܠܗܵܕܵܐ ،  ܢܟܵܗܵܐ ، ܢܗܵܓܵܐ ,يَلهَث 
Panther,,ܢܸܡܪܵܐ  ،  ܝܲܘܙܵܐ ,"نَمِر  ,  النّمِر  (إسم حيوان)"
Pantry ,,ܐܵܘܨܪܵܐ ܕܐܲܡܵܢܹ̈ܐ  ،   ܒܹܝܬ݂ ܓܲܙܵܐ ܕܡܲܐܢܹ̈ܐ ܕܦܵܬ݂ܘܿܪܵܐ  ,خزانة لأدوات المائدة والمؤن 
Pants ,,ܫܲܪܒ݂ܵܠܵܐ  ،  ܬܘ݂ܢܒܵܢܵܐ ,"سروال  ,  بنطال  ,  بنطلون "
Paper,,ܘܲܪܵܩܵܐ  ،  ܛܲܪܦܵܐ  ،  ܦܵܐܬ݂ܵܐ  ,"وَرَق  ,  وَرَقَة"
Paprika ,,"ܦܸܠܦܸܠ , ܦܸܠܦܠܵܐ (ܣܡܘܿܩܵܐ ، ܩܲܢܐܵܐ) ، ܦܸܠܦܸܠ , ܦܸܠܦܠܵܐ  ܚܲܠܝܵܐ ، ܚܘ݂ܠܝܵܐ) ","فلفل أحمر   ,  فلفل حلو "
Prachute ,,ܡܲܛܠܵܐ ܡܲܚܬ݂ܵܢܵܐ  ،  ܦܵܪܵܫܘ݂ܬ ,"مظلة هبوط  ,  باراشوت "
Paradise,,ܓܲܢܬ݂ܵܐ ܕܲܥܕܸܝܢ   ،   ܦܲܪܕܲܝܣܵܐ  ،  ܓܲܢܬܵܐ  ,"فِردوس  ,  جَنّة  ,  جنة عَدْن"
Paragraph,,ܦܸܬ݂ܓ݂ܵܡܵܐ,"فِقْرَة , جملة  (من موضوع)"
Paralysis,,"ܫܸܦܠܵܐ   ,   ܫܦܝ݂ܠܘ݂ܬ݂ܵܐ     -     ܨܡܝ݂ܕܘ݂ܬ݂ܵܐ ","شلل ,  فالج  ,  كَسَح  , عَجْز      -     رُكود "
Paralyzed ,,ܫܦܝ݂݂ܠܵܐ ,"مشلول  ,  عاجز  ,  كاسح "
Paramount ,,ܪܵܡܵܐ  ،  ܥܸܠܵܝܵܐ  ,"أسمى  ,  أعلى "
Paramour ,,ܡܵܚܘܿܙܵܐ      -     ܡܵܚܘܿܙܬ݂ܵܐ ,"خليل  ,  عشيق   -   خليلة  ,  عشيقة "
Parasitic  or  Parasitical,,ܙܲܪܘ݂ܘܵܐ  ،  ܛܲܦܵܠܵܐ  ,طُفَيلي 
Parasitology  ,,ܝܘ݂ܠܦܵܢ ܡܸܣܬܡܟܵܢܹ̈ܐ  ،  ܡܡܲܠܠܘ݂ܬ݂ ܡܸܣܬܡܟܵܢܹ̈ܐ ,علم الطفيليلات 
Parcel ,,ܡܹܐܣܲܪܬܵܐ  ،  ܩܲܦܬܵܐ ,"رُزمة  ,  طَرْد "
Pardon,,"ܫܘ݂ܒ݂ܩܵܢܵܐ   ,   ܦܘ݂ܚܵܠܵܐ   ,   ܚܘ݂ܣܵܝܵܐ","عَفِو  ,  مَغفَرة  ,  غُفران "
Pare ,,ܡܩܵܠܹܦ  ،  ܡܩܲܠܘܿܦܹܐ  ,يُقَشّر  
Parent ,,ܐܵܒ݂ܵܐ ،  ܒܵܒܵܐ   ܐܲܘ   ܐܸܡܵܐ  ،  ܝܸܡܵܐ ,أب   أو   أُم  
Parentage ,,ܝܘ݂ܒܵܠܵܐ  ،  ܫܸܪܫܵܐ ,"نَسَبْ  ,  أصل "
Parental ,,ܐܲܒ݂ܵܗܵܝܵܐ  ،  ܐܲܒ݂ܵܢܵܝܵܐ ,أبوي 
Park,,ܒܸܝܬ݂ ܛܘ݂ܝܵܠܵܐ,"مُتََنَزّه  ,  حديقة عامة"
Parking ,,(ܡܲܚܡܠܵܐ  ،  ܡܲܩܡܵܐ) ܕܪܲܕܵܝܵܬ݂ܵܐ  ,"موقف ,  باحة (سيارات)"
Parliament,,ܡܲܘܬܲܒ݂ ܩܵܝܘܿܡܸ̈ܐ ، ܡܲܘܬ݂ܒ݂ܵܐ ܕܩܵܝܘ݂ܡܹ̈ܐ ،  ܒܸܝܬ݂ ܒܘ݂ܠܵܐ,مَجلس النواب  
Parrot,,ܒܲܒܿܟܵܐ,بَبَغاء (أسم طائر)
Parse ,,ܡܝܵܩܹܢ  ،  ܡܲܒܝܹܢ ، ܓܵܠܹܐ ،  ܡܦܵܫܹܩ ،  ܡܲܢܗܸܪ ,يَعْرِب (الكلمة)
Parsley ,,ܟܪܲܦܣܵܐ ܪܗ݉ܘܿܡܵܝܵܐ ,بقدونس (إسم نبت)
Part,,"ܡܢܵܬ݂ܵܐ   ,   ܣܲܗܡܵܐ   ,   ܦܸܣܵܐ   ,   ܩܸܛܥܵܐ","حِصّة  ,  جزء  ,  قِسْمٌ"
Participant ,,ܦܵܠܘܿܓ݂ܵܐ  ،  ܫܲܘܬܵܦܵܐ ,"مقاسِم  ,  مشارِك "
Participate ,,ܫܵܘܬܸܦ ،  ܫܲܘܬܘܿܦܹܐ  ,"يُشارك  ,  يُقاسم "
Participation ,,ܫܲܘܬܵܦܬ݂ܵܐ ،  ܡܫܲܘܬܦܘ݂ܬ݂ܵܐ     -     ܫܲܘܬܵܦܬ݂ܐ  ،  ܡܫܲܘܬܦܵܢܘ݂ܬ݂ܵܐ  ,"إشتراك      -      مُشاركة  ,  مُقاسمة"
Participle,,"ܫܡܵܐ (ܚܵܫܘܿܫܵܐ , ܥܒ݂ܝ݂ܕ݂ܵܐ)       -      ܫܡܵܐ (ܦܵܥܠܵܐ , ܦܵܥܘܿܠܵܐ)",إسمٌ المفعول      -      إسم الفاعل
Particular,,"ܕܝ݂ܠܵܢܵܝܵܐ   ,   ܦܪܝ݂ܫܵܐ","خاص , خصوصي , شخصي ,  هام , متميز"
Particularly ,,ܓܲܠܝܵܐܝ݂ܬ݂݂  ،  ܝ݂ܕܝ݂ܥܵܐܝ݂ܬ݂  ،  ܦܫܝ݂ܩܵܐܝ݂ܬ݂ ,"بوضوح  ,  بجلاء "
Parting,,ܦܪܵܫܬܵܐ,"إفتِراق  ,  إنفصال  ,  فِراق "
Partition ,,ܦܵܠܥܘ݂ܬ݂ܵܐ  ،  ܦܵܠܓܿܘ݂ܬ݂ܵܐ  ،  ܦܠܝ݂ܓ݂ܘ݂ܬ݂ܵܐ ,"تقسيم  ,  تجزئة  ,  إنقسام"
Partner,,ܫܲܘܬܵܦܵܐ ، ܒܲܪܨܲܘܒܵܐ  ،  ܚܲܒ݂ܪܵܐ ،  ܪܵܚܡܵܐ  ,"شَريك  ,  صاحِب  ,  رفيق  ,  زميل "
Party,,ܓܲܒܵܐ    -     ܙܘ݂ܝܵܚܵܐ ،  ܚܲܓܵܐ ،  ܡܸܫܬܘ݂ܬ݂ܵܐ ،  ܥܹܐܕܵܐ,"حِزِب      -       حَفلة  ,  سَمَر"
Partridge ,,ܚܲܓ݂ܠܵܐ  ،  ܩܲܩܒ݂ܵܢܵܐ ,"حَجَل  ,  الحَجَل (إسم طائر) "
Parturition ,,ܚܸܒ݂̈ܠܹܐ  ،  ܚܸܒ݂ܠܵܐ ,"مخاض الولادة  ,  ألام الولادة "
Pass,,ܥܵܒܹܪ  ،  ܥܒ݂ܵܪܵܐ ،  ܦܵܝܹܕ݂ ، ܦܝܵܕ݂ܵܐ  ،  ܦܵܣܹܥ  ،  ܦܣܵܵܥܵܐ ,"يجتاز  ,  يعبر    ,  يمُر "
Passage,,ܥܸܒ݂ܪܵܐ   ،   ܡܲܥܒܿܪܵܐ  ،  ܩܲܬܵܪܵܐ ،  ܐܵܒ݂ܘܿܠܵܐ ,"مَمَر  ,  مَعبَر "
Passenger,,ܚܵܙܩܵܐ   ،   ܚܵܙܘܿܩܵܐ  ،   ܥܵܒܲܪ ܐܘ݂ܪܚܵܐ ,"مُسافِر  ,  رَحّال  ,  عابر سبيل"
Passion ,,ܟܹܐܒ݂ܹ̈ܐ ، ܢܸܟ݂ܝܵܢܹ̈ܐ (ܕܲܡܫܝ݂ܚܵܐ) ,آلام المسيح 
Passive ,,ܡܸܠܬ݂ܵܐ ܚܵܫܘܿܫܬܵܐ ،  ܚܵܫܘܿܫܵܐ      -     ܛܵܫܝܵܐ ، ܟܡܝ݂ܢܵܐ ، ܓܢܝ݂ܙܵܐ ,"فعل مجهول , صيغة المجهول    -     مُستَتِر ، كامِن"
Passport ,,ܡܲܥܒܸܪ (ܬܚܘ݂ܡܹ̈ܐ ، ܬܚܘ݂ܡܵܐ) ,جواز سفر  
Past,,ܕܲܥܒ݂ܲܪ  ،  ܥܵܒ݂ܪܵܐ  ،  ܥܒ݂ܝ݂ܪܵܐ  ،  ܕܲܥܒ݂ܝ݂ܪ ,"ماضٍ  ,  زائِل  ,  مُنصرِم  ,  مُنقَضٍ "
Pastor,,ܩܵܫܵܐ,"قَس ,  قسيس  ,  راعي أبرشية"
Past participle ,,ܚܵܫܘܿܫܵܐ ,إسمٌ المفعول     
Past tense,,ܙܲܒ݂ܢܵܐ ܕܲܥܒܲܪ ,"زمن الماضي  ,  صيغة الماضي "
Pasture ,,ܬܸܕܐܵܐ  ،  ܥܸܣܒܵܐ  ،  ܓܸܠܵܐ ,"كَلأ  ,  عِشب "
Patch,,"ܪܘ݂ܩܥܵܐ   ,   ܦܸܪܩܵܐ",رُقْعَة 
Pate,,"ܗܲܘܢܵܐ  ,  ܡܲܕܥܵܐ     -    ܪܹܫܵܐ  ,  ܩܲܪܩܲܦܬܵܐ",عَقِلْ     -    رأس 
Patent,,ܙܘ݂ܕܵܩܵܐ ܕܒܵܪܘܿܝܘ݂ܬ݂ܵܐ ,براءة إختراع 
Path,,"ܫܒ݂ܝ݂ܠܵܐ   ,   ܐܘ݂ܪܚܵܐ   ,   ܡܲܓܕܵܐ","مَسار  ,  طريق  ,  دَرِب"
Patience,,"ܣܲܝܒܲܪܬܵܐ   ,   ܡܣܲܒܿܪܵܢܘ݂ܬ݂ܵܐ","صَبْرٌ  ,  رَويّة "
Patriot ,,ܐܲܬ݂݂ܪܵܢܵܝܵܐ,"وَطَني  ,  المحب لوطنه  ,  الوطني "
